date,XLP,XLY
2020-07-21,61.50,136.19
2020-07-22,61.99,137.36
2020-07-23,62.21,135.30
2020-07-24,62.13,135.54
2020-07-27,62.44,136.38
2020-07-28,62.67,135.03
2020-07-29,62.76,136.40
2020-07-30,62.76,136.29
2020-07-31,62.70,137.00
2020-08-03,62.53,136.71
2020-08-04,63.31,137.81
2020-08-05,63.18,139.49
2020-08-06,63.17,140.17
2020-08-07,63.51,140.38
2020-08-10,63.84,142.06
2020-08-11,63.40,141.78
2020-08-12,64.22,143.66
2020-08-13,64.17,143.60
2020-08-14,64.16,143.59
2020-08-17,64.52,145.44
2020-08-18,64.78,146.34
2020-08-19,64.27,145.65
2020-08-20,64.14,145.43
2020-08-21,64.30,146.18
2020-08-24,64.85,148.40
2020-08-25,64.71,148.89
2020-08-26,64.79,150.36
2020-08-27,65.19,149.55
2020-08-28,65.77,150.53
2020-08-31,65.58,150.09
2020-09-01,65.65,151.66
2020-09-02,66.84,153.76
2020-09-03,65.69,148.88
2020-09-04,65.54,147.16
2020-09-08,64.16,145.23
2020-09-09,65.09,147.97
2020-09-10,64.29,145.85
2020-09-11,64.65,146.07
2020-09-14,65.07,147.62
2020-09-15,64.98,148.83
2020-09-16,64.69,148.00
2020-09-17,64.28,145.92
2020-09-18,63.69,143.89
2020-09-21,62.83,141.51
2020-09-22,63.20,144.50
2020-09-23,62.25,142.13
2020-09-24,62.71,142.07
2020-09-25,63.04,143.92
2020-09-28,63.75,146.93
2020-09-29,63.33,145.79
2020-09-30,64.10,146.98
2020-10-01,64.46,148.90
2020-10-02,64.10,148.27
2020-10-05,64.53,150.23
2020-10-06,64.11,147.45
2020-10-07,64.80,150.82
2020-10-08,65.23,151.81
2020-10-09,65.74,153.39
2020-10-12,66.50,155.43
2020-10-13,66.45,155.40
2020-10-14,66.11,153.68
2020-10-15,66.15,154.25
2020-10-16,66.17,152.85
2020-10-19,65.31,150.97
2020-10-20,65.24,152.18
2020-10-21,65.30,151.35
2020-10-22,65.27,151.66
2020-10-23,65.39,152.99
2020-10-26,64.55,150.05
2020-10-27,64.38,149.98
2020-10-28,62.50,145.24
2020-10-29,62.48,146.16
2020-10-30,62.26,142.97
2020-11-02,63.25,143.99
2020-11-03,64.29,147.16
2020-11-04,64.32,150.29
2020-11-05,64.79,153.22
2020-11-06,65.09,152.76
2020-11-09,64.94,152.26
2020-11-10,66.22,151.72
2020-11-11,66.79,153.05
2020-11-12,66.61,151.00
2020-11-13,67.53,153.45
2020-11-16,68.15,155.46
2020-11-17,67.67,154.80
2020-11-18,66.74,153.74
2020-11-19,66.92,154.50
2020-11-20,66.50,153.69
2020-11-23,66.52,155.38
2020-11-24,66.97,157.69
2020-11-25,66.93,157.88
2020-11-27,66.92,158.22
2020-11-30,66.91,157.26
2020-12-01,67.50,158.43
2020-12-02,66.94,157.44
2020-12-03,67.11,157.88
2020-12-04,67.63,158.03
2020-12-07,67.37,157.67
2020-12-08,67.74,157.34
2020-12-09,67.47,157.19
2020-12-10,67.17,157.05
2020-12-11,67.32,156.30
2020-12-14,67.06,156.53
2020-12-15,67.22,158.64
2020-12-16,67.35,159.68
2020-12-17,67.78,160.77
2020-12-18,67.93,159.99
2020-12-21,66.64,157.89
2020-12-22,66.17,157.21
2020-12-23,66.39,157.55
2020-12-24,66.72,157.88
2020-12-28,67.25,159.68
2020-12-29,67.05,159.73
2020-12-30,66.98,160.69
2020-12-31,67.45,160.78
2021-01-04,66.72,159.42
2021-01-05,66.72,160.61
2021-01-06,66.77,162.25
2021-01-07,66.57,165.38
2021-01-08,66.90,168.79
2021-01-11,66.33,165.64
2021-01-12,66.11,168.17
2021-01-13,66.21,168.16
2021-01-14,65.86,167.09
2021-01-15,65.63,165.80
2021-01-19,65.34,166.74
2021-01-20,65.46,169.89
2021-01-21,65.24,170.68
2021-01-22,65.07,170.10
2021-01-25,65.72,170.73
2021-01-26,66.31,170.62
2021-01-27,65.19,165.36
2021-01-28,65.44,165.88
2021-01-29,64.09,162.01
2021-02-01,64.15,166.22
2021-02-02,64.58,169.75
2021-02-03,64.68,168.80
2021-02-04,65.15,170.60
2021-02-05,65.76,172.23
2021-02-08,66.01,173.21
2021-02-09,65.95,172.25
2021-02-10,65.88,170.55
2021-02-11,65.59,170.08
2021-02-12,65.69,170.32
2021-02-16,65.57,169.58
2021-02-17,65.81,170.56
2021-02-18,65.77,170.61
2021-02-19,64.94,169.62
2021-02-22,65.00,166.04
2021-02-23,65.09,164.95
2021-02-24,65.05,166.68
2021-02-25,64.34,160.48
2021-02-26,63.30,161.15
2021-03-01,63.94,164.93
2021-03-02,63.83,163.03
2021-03-03,63.53,159.20
2021-03-04,63.30,155.83
2021-03-05,64.70,156.82
2021-03-08,64.98,157.01
2021-03-09,64.92,162.94
2021-03-10,65.77,163.77
2021-03-11,65.61,166.28
2021-03-12,66.15,166.77
2021-03-15,66.44,169.01
2021-03-16,66.52,167.26
2021-03-17,66.42,169.61
2021-03-18,66.15,165.46
2021-03-19,66.38,166.45
2021-03-22,66.72,167.28
2021-03-23,67.00,165.71
2021-03-24,66.74,163.26
2021-03-25,67.39,164.69
2021-03-26,68.58,166.06
2021-03-29,69.27,165.15
2021-03-30,68.53,166.77
2021-03-31,68.31,168.07
2021-04-01,67.98,169.42
2021-04-05,68.85,173.27
2021-04-06,69.14,174.02
2021-04-07,68.97,173.50
2021-04-08,69.04,174.32
2021-04-09,68.92,175.98
2021-04-12,69.29,177.11
2021-04-13,68.92,178.98
2021-04-14,68.86,177.22
2021-04-15,69.41,178.49
2021-04-16,69.81,179.87
2021-04-19,69.54,177.85
2021-04-20,69.92,175.61
2021-04-21,70.27,177.95
2021-04-22,69.75,175.98
2021-04-23,69.57,177.82
2021-04-26,68.79,178.60
2021-04-27,68.74,178.39
2021-04-28,68.79,178.18
2021-04-29,69.52,178.23
2021-04-30,69.58,178.92
2021-05-03,70.15,178.07
2021-05-04,69.79,176.21
2021-05-05,69.74,175.66
2021-05-06,70.64,176.04
2021-05-07,70.64,177.62
2021-05-10,71.18,174.46
2021-05-11,70.56,172.49
2021-05-12,69.62,166.65
2021-05-13,70.60,167.83
2021-05-14,70.91,170.74
2021-05-17,70.81,170.43
2021-05-18,70.59,169.10
2021-05-19,70.36,167.68
2021-05-20,71.01,169.40
2021-05-21,71.02,168.55
2021-05-24,71.23,170.22
2021-05-25,71.25,170.76
2021-05-26,71.10,172.39
2021-05-27,70.66,173.08
2021-05-28,70.81,172.84
2021-06-01,70.57,172.51
2021-06-02,70.83,171.71
2021-06-03,71.27,169.67
2021-06-04,71.52,171.03
2021-06-07,71.40,171.03
2021-06-08,70.80,172.41
2021-06-09,70.46,171.46
2021-06-10,70.90,172.27
2021-06-11,70.94,173.21
2021-06-14,70.90,173.26
2021-06-15,70.73,172.34
2021-06-16,69.79,172.42
2021-06-17,70.04,173.07
2021-06-18,68.80,172.16
2021-06-21,69.14,173.23
2021-06-22,69.24,174.86
2021-06-23,68.81,176.21
2021-06-24,69.15,176.81
2021-06-25,69.68,177.93
2021-06-28,69.74,177.97
2021-06-29,69.43,178.41
2021-06-30,69.97,178.55
2021-07-01,69.76,179.56
2021-07-02,69.93,181.14
2021-07-06,69.64,181.35
2021-07-07,70.01,181.25
2021-07-08,69.75,180.80
2021-07-09,70.15,182.49
2021-07-12,70.04,183.74
2021-07-13,70.02,181.54
2021-07-14,70.64,181.21
2021-07-15,70.93,180.23
2021-07-16,71.04,178.01
2021-07-19,70.83,175.97
2021-07-20,70.85,179.22
2021-07-21,70.67,180.87
2021-07-22,70.55,181.65
2021-07-23,71.40,183.27
2021-07-26,71.52,184.63
2021-07-27,71.67,182.76
2021-07-28,71.04,182.17
2021-07-29,71.39,184.22
2021-07-30,71.51,180.43
2021-08-02,71.21,180.95
2021-08-03,71.53,182.29
2021-08-04,70.60,180.52
2021-08-05,70.94,182.25
2021-08-06,70.94,181.01
2021-08-09,71.20,180.76
2021-08-10,71.71,181.47
2021-08-11,71.95,182.00
2021-08-12,71.91,182.08
2021-08-13,72.51,181.56
2021-08-16,72.93,180.72
2021-08-17,72.97,176.43
2021-08-18,72.06,177.06
2021-08-19,72.64,175.93
2021-08-20,72.76,177.62
2021-08-23,72.53,179.91
2021-08-24,71.98,181.18
2021-08-25,71.86,181.88
2021-08-26,71.53,180.20
2021-08-27,71.78,181.84
2021-08-30,72.10,183.21
2021-08-31,72.26,183.65
2021-09-01,72.64,183.64
2021-09-02,72.92,183.63
2021-09-03,72.83,183.52
2021-09-07,71.99,184.06
2021-09-08,72.61,184.27
2021-09-09,72.19,184.03
2021-09-10,71.88,182.90
2021-09-13,72.06,183.35
2021-09-14,71.73,182.74
2021-09-15,71.99,183.92
2021-09-16,71.75,184.76
2021-09-17,71.36,184.11
2021-09-20,70.21,179.64
2021-09-21,70.13,179.91
2021-09-22,70.33,182.36
2021-09-23,70.59,184.21
2021-09-24,70.62,184.90
2021-09-27,70.30,185.89
2021-09-28,69.47,182.31
2021-09-29,70.10,182.49
2021-09-30,68.84,179.45
2021-10-01,69.02,180.80
2021-10-04,68.80,179.37
2021-10-05,69.15,180.09
2021-10-06,69.82,180.66
2021-10-07,70.13,183.47
2021-10-08,70.05,182.63
2021-10-11,70.03,181.89
2021-10-12,70.06,183.33
2021-10-13,70.19,184.23
2021-10-14,70.98,186.16
2021-10-15,70.81,189.01
2021-10-18,70.39,191.32
2021-10-19,70.42,190.78
2021-10-20,70.83,190.64
2021-10-21,70.74,193.44
2021-10-22,71.29,192.75
2021-10-25,71.24,197.53
2021-10-26,71.49,197.56
2021-10-27,71.07,198.00
2021-10-28,71.32,200.63
2021-10-29,71.25,201.15
2021-11-01,71.36,204.84
2021-11-02,71.84,203.46
2021-11-03,72.51,207.12
2021-11-04,72.58,209.91
2021-11-05,73.00,211.26
2021-11-08,72.42,208.27
2021-11-09,72.67,204.42
2021-11-10,72.89,203.66
2021-11-11,72.84,203.11
2021-11-12,72.84,203.79
2021-11-15,73.19,203.62
2021-11-16,72.73,206.83
2021-11-17,72.57,208.15
2021-11-18,72.31,210.51
2021-11-19,72.05,211.42
2021-11-22,72.62,210.89
2021-11-23,73.10,209.36
2021-11-24,72.88,209.79
2021-11-26,71.96,204.07
2021-11-29,72.14,207.24
2021-11-30,70.29,204.44
2021-12-01,69.95,200.75
2021-12-02,70.69,203.61
2021-12-03,71.57,199.65
2021-12-06,72.83,201.93
2021-12-07,72.99,206.64
2021-12-08,72.76,207.16
2021-12-09,72.96,203.57
2021-12-10,74.19,204.99
2021-12-13,75.16,199.71
2021-12-14,75.21,198.55
2021-12-15,75.97,201.07
2021-12-16,76.51,196.63
2021-12-17,75.20,195.29
2021-12-20,74.71,191.85
2021-12-21,74.61,196.82
2021-12-22,75.08,200.41
2021-12-23,75.25,203.19
2021-12-27,76.05,205.17
2021-12-28,76.48,205.26
2021-12-29,76.83,205.67
2021-12-30,76.59,204.93
2021-12-31,77.11,204.44
2022-01-03,77.10,210.31
2022-01-04,77.62,209.03
2022-01-05,77.55,203.39
2022-01-06,77.34,202.86
2022-01-07,77.42,199.48
2022-01-10,76.81,198.26
2022-01-11,76.72,200.17
2022-01-12,76.75,201.49
2022-01-13,76.89,197.44
2022-01-14,77.03,196.52
2022-01-18,75.92,192.80
2022-01-19,76.40,189.32
2022-01-20,75.90,185.87
2022-01-21,75.96,180.42
2022-01-24,75.71,182.59
2022-01-25,74.87,179.50
2022-01-26,74.30,178.63
2022-01-27,74.80,174.30
2022-01-28,75.68,178.10
2022-01-31,75.97,184.95
2022-02-01,75.90,186.07
2022-02-02,76.81,184.96
2022-02-03,76.83,179.30
2022-02-04,75.89,184.40
2022-02-07,76.03,184.02
2022-02-08,76.32,186.61
2022-02-09,76.34,189.08
2022-02-10,75.52,185.82
2022-02-11,75.25,180.48
2022-02-14,75.04,181.51
2022-02-15,75.17,185.57
2022-02-16,75.31,186.10
2022-02-17,75.89,181.12
2022-02-18,76.03,180.00
2022-02-22,75.44,174.75
2022-02-23,74.83,168.91
2022-02-24,73.54,172.77
2022-02-25,75.91,176.19
2022-02-28,74.90,177.43
2022-03-01,74.46,174.74
2022-03-02,75.25,178.41
2022-03-03,75.86,174.37
2022-03-04,75.87,171.60
2022-03-07,74.49,163.19
2022-03-08,72.48,163.53
2022-03-09,72.97,168.79
2022-03-10,72.28,169.99
2022-03-11,71.44,166.72
2022-03-14,71.82,163.94
2022-03-15,73.43,169.43
2022-03-16,73.51,175.21
2022-03-17,74.02,178.13
2022-03-18,74.19,181.88
2022-03-21,73.95,180.08
2022-03-22,74.50,184.55
2022-03-23,73.90,182.26
2022-03-24,74.42,183.68
2022-03-25,75.04,183.36
2022-03-28,75.35,188.25
2022-03-29,76.02,191.53
2022-03-30,76.07,188.62
2022-03-31,75.89,185.00
2022-04-01,76.65,185.23
2022-04-04,76.41,189.39
2022-04-05,76.48,184.95
2022-04-06,77.45,180.23
2022-04-07,78.39,181.15
2022-04-08,78.72,179.48
2022-04-11,78.40,176.15
2022-04-12,78.42,176.54
2022-04-13,78.86,180.93
2022-04-14,78.84,178.40
2022-04-18,78.19,178.94
2022-04-19,79.38,184.13
2022-04-20,80.57,181.76
2022-04-21,80.50,180.00
2022-04-22,79.24,175.82
2022-04-25,79.59,177.09
2022-04-26,78.36,168.13
2022-04-27,78.65,168.15
2022-04-28,79.81,171.60
2022-04-29,77.64,162.88
2022-05-02,76.62,165.26
2022-05-03,76.40,164.85
2022-05-04,78.12,169.69
2022-05-05,76.64,160.18
2022-05-06,76.72,158.15
2022-05-09,76.69,151.41
2022-05-10,76.16,150.96
2022-05-11,75.83,145.55
2022-05-12,75.81,146.55
2022-05-13,76.95,152.32
2022-05-16,77.30,149.03
2022-05-17,76.77,152.79
2022-05-18,71.83,142.80
2022-05-19,70.55,142.90
2022-05-20,70.70,140.41
2022-05-23,72.16,141.46
2022-05-24,73.34,137.82
2022-05-25,73.36,141.71
2022-05-26,74.14,148.66
2022-05-27,75.00,153.76
2022-05-31,74.47,154.54
2022-06-01,73.50,152.93
2022-06-02,74.57,157.61
2022-06-03,73.82,153.00
2022-06-06,73.85,154.53
2022-06-07,74.24,154.15
2022-06-08,73.33,153.24
2022-06-09,72.23,150.47
2022-06-10,71.92,144.47
2022-06-13,70.37,137.80
2022-06-14,69.54,137.69
2022-06-15,69.61,141.56
2022-06-16,69.08,134.63
2022-06-17,68.83,136.10
2022-06-21,70.14,139.67
2022-06-22,70.09,139.40
2022-06-23,71.45,141.59
2022-06-24,72.85,146.99
2022-06-27,72.65,145.45
2022-06-28,71.68,139.64
2022-06-29,72.13,139.53
2022-06-30,72.18,137.48
2022-07-01,73.22,140.01
2022-07-05,72.75,143.14
2022-07-06,72.96,142.67
2022-07-07,73.03,146.35
2022-07-08,72.90,146.37
2022-07-11,72.80,142.36
2022-07-12,72.59,141.50
2022-07-13,72.64,142.66
2022-07-14,72.70,142.54
2022-07-15,72.94,144.84
2022-07-18,72.23,145.26
2022-07-19,72.99,149.71
2022-07-20,72.50,152.17
2022-07-21,72.72,155.65
2022-07-22,73.20,154.75
2022-07-25,73.56,153.42
2022-07-26,73.39,148.48
2022-07-27,73.89,154.10
2022-07-28,75.07,156.75
2022-07-29,74.49,162.83
2022-08-01,75.42,163.64
2022-08-02,74.82,162.52
2022-08-03,75.31,166.48
2022-08-04,74.81,167.16
2022-08-05,74.64,164.31
2022-08-08,74.60,165.05
2022-08-09,74.49,162.42
2022-08-10,75.04,167.00
2022-08-11,74.86,166.15
2022-08-12,75.51,169.91
2022-08-15,76.26,171.08
2022-08-16,77.12,172.97
2022-08-17,76.90,171.11
2022-08-18,77.16,171.06
2022-08-19,76.91,167.53
2022-08-22,76.13,162.88
2022-08-23,75.80,163.34
2022-08-24,75.99,164.04
2022-08-25,76.34,166.00
2022-08-26,74.45,159.68
2022-08-29,74.33,158.83
2022-08-30,73.56,157.06
2022-08-31,73.11,155.51
2022-09-01,73.52,156.93
2022-09-02,72.56,155.49
2022-09-06,72.15,155.17
2022-09-07,73.45,159.93
2022-09-08,73.26,161.42
2022-09-09,73.98,164.48
2022-09-12,74.27,166.60
2022-09-13,71.79,158.01
2022-09-14,71.76,160.04
2022-09-15,71.16,159.22
2022-09-16,71.33,157.94
2022-09-19,71.34,159.84
2022-09-20,70.95,157.13
2022-09-21,70.68,153.41
2022-09-22,70.58,149.87
2022-09-23,69.38,146.42
2022-09-26,69.43,146.09
2022-09-27,68.23,146.55
2022-09-28,69.05,150.51
2022-09-29,67.91,145.31
2022-09-30,66.73,142.45
2022-10-03,67.88,142.59
2022-10-04,68.91,147.57
2022-10-05,68.51,146.70
2022-10-06,67.51,145.66
2022-10-07,66.50,140.65
2022-10-10,66.74,139.78
2022-10-11,67.29,138.64
2022-10-12,67.65,139.00
2022-10-13,68.77,140.52
2022-10-14,67.53,135.27
2022-10-17,68.26,140.76
2022-10-18,69.15,142.70
2022-10-19,68.83,141.10
2022-10-20,67.87,138.37
2022-10-21,68.91,142.40
2022-10-24,70.15,142.99
2022-10-25,71.07,146.57
2022-10-26,71.54,145.39
2022-10-27,71.60,144.83
2022-10-28,73.17,144.96
2022-10-31,72.74,144.03
2022-11-01,72.51,142.57
2022-11-02,71.25,137.18
2022-11-03,71.01,136.36
2022-11-04,71.85,137.50
2022-11-07,72.49,136.54
2022-11-08,72.70,136.20
2022-11-09,71.91,132.04
2022-11-10,73.60,141.69
2022-11-11,73.52,145.09
2022-11-14,72.94,142.79
2022-11-15,73.55,144.74
2022-11-16,73.91,142.53
2022-11-17,73.89,140.80
2022-11-18,74.68,140.99
2022-11-21,75.39,138.95
2022-11-22,75.94,140.52
2022-11-23,76.20,142.55
2022-11-25,76.25,142.63
2022-11-28,75.96,141.75
2022-11-29,75.67,141.30
2022-11-30,77.19,146.17
2022-12-01,76.84,146.15
2022-12-02,77.19,145.96
2022-12-05,76.22,141.75
2022-12-06,75.75,139.54
2022-12-07,76.07,138.70
2022-12-08,76.48,140.04
2022-12-09,75.89,139.43
2022-12-12,76.69,139.78
2022-12-13,76.58,139.78
2022-12-14,76.53,138.74
2022-12-15,75.23,136.46
2022-12-16,74.86,133.91
2022-12-19,74.28,131.40
2022-12-20,74.22,129.87
2022-12-21,74.96,131.94
2022-12-22,74.79,128.55
2022-12-23,75.18,129.43
2022-12-27,75.54,127.33
2022-12-28,74.60,126.26
2022-12-29,74.92,129.51
2022-12-30,74.55,129.16
2023-01-03,74.27,128.39
2023-01-04,74.56,130.25
2023-01-05,73.81,129.04
2023-01-06,75.78,132.07
2023-01-09,75.04,132.87
2023-01-10,74.94,134.54
2023-01-11,74.98,138.17
2023-01-12,74.39,138.40
2023-01-13,74.74,139.70
2023-01-17,74.79,139.80
2023-01-18,72.75,137.98
2023-01-19,72.06,135.69
2023-01-20,72.62,138.98
2023-01-23,72.85,141.15
2023-01-24,73.15,140.99
2023-01-25,73.33,141.71
2023-01-26,73.07,144.61
2023-01-27,72.86,147.89
2023-01-30,72.95,145.37
2023-01-31,73.74,148.70
2023-02-01,74.33,151.52
2023-02-02,73.69,156.16
2023-02-03,73.40,151.35
2023-02-06,73.49,151.13
2023-02-07,73.18,151.48
2023-02-08,72.62,150.19
2023-02-09,72.30,149.91
2023-02-10,72.97,148.15
2023-02-13,73.80,150.32
2023-02-14,73.13,152.12
2023-02-15,73.27,153.90
2023-02-16,72.74,150.54
2023-02-17,73.68,150.57
2023-02-21,73.40,145.54
2023-02-22,73.29,146.28
2023-02-23,73.20,146.16
2023-02-24,72.71,143.86
2023-02-27,72.63,145.64
2023-02-28,72.03,145.54
2023-03-01,71.50,143.71
2023-03-02,72.48,143.23
2023-03-03,72.54,146.31
2023-03-06,72.73,145.24
2023-03-07,72.01,143.26
2023-03-08,72.13,143.00
2023-03-09,71.46,139.59
2023-03-10,71.11,138.20
2023-03-13,71.47,138.49
2023-03-14,72.12,140.84
2023-03-15,72.59,140.63
2023-03-16,72.64,143.17
2023-03-17,72.11,141.34
2023-03-20,72.76,141.52
2023-03-21,72.70,145.43
2023-03-22,72.03,142.19
2023-03-23,71.75,142.04
2023-03-24,72.97,141.58
2023-03-27,73.36,141.87
2023-03-28,73.49,141.70
2023-03-29,73.90,144.39
2023-03-30,74.11,145.65
2023-03-31,74.71,149.54
2023-04-03,75.10,148.17
2023-04-04,74.95,147.93
2023-04-05,75.30,144.90
2023-04-06,75.36,144.93
2023-04-10,75.36,145.57
2023-04-11,75.58,145.80
2023-04-12,75.24,143.54
2023-04-13,75.66,146.71
2023-04-14,75.18,146.90
2023-04-17,75.66,147.94
2023-04-18,75.89,148.18
2023-04-19,75.84,148.04
2023-04-20,76.02,145.76
2023-04-21,76.57,147.37
2023-04-24,76.88,147.35
2023-04-25,76.78,144.43
2023-04-26,76.18,143.69
2023-04-27,77.03,147.48
2023-04-28,77.44,147.86
2023-05-01,77.50,146.40
2023-05-02,77.29,146.55
2023-05-03,76.66,145.39
2023-05-04,76.47,144.27
2023-05-05,77.18,147.19
2023-05-08,76.95,147.69
2023-05-09,76.71,147.65
2023-05-10,76.59,148.40
2023-05-11,76.82,149.09
2023-05-12,77.12,147.83
2023-05-15,76.93,148.02
2023-05-16,76.28,147.42
2023-05-17,76.24,150.49
2023-05-18,75.87,152.83
2023-05-19,75.92,151.55
2023-05-22,74.77,151.08
2023-05-23,74.22,149.70
2023-05-24,73.74,149.15
2023-05-25,73.18,148.48
2023-05-26,73.43,151.97
2023-05-30,72.59,152.99
2023-05-31,72.67,151.61
2023-06-01,72.61,153.40
2023-06-02,73.61,157.00
2023-06-05,73.34,157.47
2023-06-06,72.97,159.11
2023-06-07,72.73,158.03
2023-06-08,73.23,160.37
2023-06-09,73.11,161.20
2023-06-12,73.09,163.97
2023-06-13,73.39,165.67
2023-06-14,73.84,165.55
2023-06-15,74.58,166.63
2023-06-16,74.67,166.38
2023-06-20,73.58,167.29
2023-06-21,73.84,165.28
2023-06-22,74.27,167.39
2023-06-23,73.78,165.45
2023-06-26,73.88,163.33
2023-06-27,74.10,166.84
2023-06-28,73.60,167.50
2023-06-29,73.53,167.68
2023-06-30,74.17,169.81
2023-07-03,74.75,171.86
2023-07-05,74.62,171.93
2023-07-06,74.43,169.16
2023-07-07,73.46,169.37
2023-07-10,73.44,169.89
2023-07-11,73.55,171.31
2023-07-12,73.72,172.85
2023-07-13,74.03,174.47
2023-07-14,74.28,174.92
2023-07-17,74.06,175.63
2023-07-18,73.98,176.35
2023-07-19,74.73,176.97
2023-07-20,75.37,170.94
2023-07-21,75.63,170.98
2023-07-24,75.92,172.10
2023-07-25,75.90,171.70
2023-07-26,75.99,171.66
2023-07-27,75.32,169.88
2023-07-28,76.10,172.76
2023-07-31,75.75,173.74
2023-08-01,75.34,171.77
2023-08-02,75.61,168.69
2023-08-03,75.40,169.09
2023-08-04,74.65,171.55
2023-08-07,75.26,173.31
2023-08-08,74.72,171.93
2023-08-09,74.83,169.89
2023-08-10,74.68,170.30
2023-08-11,74.80,169.72
2023-08-14,74.43,170.24
2023-08-15,73.63,167.92
2023-08-16,73.46,165.84
2023-08-17,72.75,163.03
2023-08-18,73.02,162.66
2023-08-21,72.53,164.53
2023-08-22,72.12,164.77
2023-08-23,72.60,166.09
2023-08-24,72.02,162.84
2023-08-25,72.42,164.66
2023-08-28,72.75,165.32
2023-08-29,73.01,169.45
2023-08-30,73.13,170.18
2023-08-31,72.76,170.71
2023-09-01,72.14,169.67
2023-09-05,71.52,169.79
2023-09-06,71.44,168.28
2023-09-07,71.61,168.75
2023-09-08,71.70,168.75
2023-09-11,72.32,173.29
2023-09-12,71.70,171.72
2023-09-13,71.92,173.08
2023-09-14,72.65,174.78
2023-09-15,72.05,171.79
2023-09-18,71.54,169.62
2023-09-19,71.37,168.77
2023-09-20,71.44,167.09
2023-09-21,70.52,162.53
2023-09-22,70.14,160.93
2023-09-25,69.89,161.92
2023-09-26,69.37,158.97
2023-09-27,68.80,158.36
2023-09-28,69.01,160.13
2023-09-29,68.81,160.98
2023-10-02,68.34,161.11
2023-10-03,67.85,157.19
2023-10-04,68.39,160.29
2023-10-05,67.04,159.49
2023-10-06,66.67,160.61
2023-10-09,66.73,160.78
2023-10-10,67.41,162.54
2023-10-11,66.95,163.12
2023-10-12,66.22,161.34
2023-10-13,66.80,158.97
2023-10-16,67.49,161.54
2023-10-17,67.78,161.92
2023-10-18,68.03,158.12
2023-10-19,67.53,154.08
2023-10-20,67.27,151.69
2023-10-23,67.14,151.87
2023-10-24,67.71,153.49
2023-10-25,67.94,150.39
2023-10-26,67.50,148.04
2023-10-27,66.58,149.59
2023-10-30,67.62,150.96
2023-10-31,67.86,152.10
2023-11-01,67.79,153.98
2023-11-02,68.67,158.00
2023-11-03,68.75,160.22
2023-11-06,68.86,160.42
2023-11-07,69.03,162.21
2023-11-08,68.76,161.78
2023-11-09,68.48,158.76
2023-11-10,68.96,161.40
2023-11-13,69.18,162.09
2023-11-14,69.89,167.55
2023-11-15,70.45,167.75
2023-11-16,69.58,166.03
2023-11-17,69.49,167.14
2023-11-20,69.44,168.00
2023-11-21,69.65,167.57
2023-11-22,70.15,168.08
2023-11-24,70.41,168.24
2023-11-27,70.21,168.51
2023-11-28,70.53,169.48
2023-11-29,69.96,169.02
2023-11-30,70.66,168.78
2023-12-01,70.95,171.09
2023-12-04,71.04,170.44
2023-12-05,70.48,170.74
2023-12-06,70.30,170.99
2023-12-07,70.60,172.40
2023-12-08,70.11,173.19
2023-12-11,70.78,173.65
2023-12-12,71.01,174.19
2023-12-13,72.30,176.47
2023-12-14,71.24,178.84
2023-12-15,71.24,179.21
2023-12-18,71.44,180.00
2023-12-19,71.58,181.41
2023-12-20,70.19,178.10
2023-12-21,70.68,180.81
2023-12-22,71.22,179.48
2023-12-26,71.52,180.24
2023-12-27,71.85,180.86
2023-12-28,71.88,179.92
2023-12-29,72.03,178.81
2024-01-02,72.84,177.15
2024-01-03,72.27,173.57
2024-01-04,72.17,172.35
2024-01-05,72.01,172.62
2024-01-08,72.54,175.56
2024-01-09,72.73,174.91
2024-01-10,72.58,176.31
2024-01-11,72.57,176.08
2024-01-12,72.80,173.96
2024-01-16,72.40,173.76
2024-01-17,72.35,172.24
2024-01-18,72.26,173.22
2024-01-19,72.05,174.89
2024-01-22,71.70,174.12
2024-01-23,72.48,173.70
2024-01-24,71.59,173.04
2024-01-25,72.28,170.90
2024-01-26,72.63,171.68
2024-01-29,73.05,174.19
2024-01-30,73.46,174.09
2024-01-31,72.92,170.92
2024-02-01,74.41,174.21
2024-02-02,74.17,177.32
2024-02-05,73.71,174.82
2024-02-06,73.88,175.88
2024-02-07,73.81,177.85
2024-02-08,73.79,178.63
2024-02-09,73.11,179.90
2024-02-12,73.63,179.75
2024-02-13,72.84,176.17
2024-02-14,72.70,178.03
2024-02-15,73.17,180.09
2024-02-16,73.28,179.02
2024-02-20,74.05,177.33
2024-02-21,74.32,178.64
2024-02-22,74.55,182.11
2024-02-23,74.78,181.29
2024-02-26,74.48,181.85
2024-02-27,74.49,182.45
2024-02-28,74.57,183.17
2024-02-29,74.45,184.41
2024-03-01,74.46,185.02
2024-03-04,74.52,182.52
2024-03-05,74.70,180.25
2024-03-06,75.33,179.61
2024-03-07,75.76,180.98
2024-03-08,75.16,180.31
2024-03-11,75.57,179.82
2024-03-12,75.96,181.37
2024-03-13,76.15,180.99
2024-03-14,75.56,179.84
2024-03-15,75.53,178.05
2024-03-18,75.46,179.02
2024-03-19,75.74,180.57
2024-03-20,75.97,183.26
2024-03-21,76.01,184.33
2024-03-22,75.64,182.72
2024-03-25,75.43,182.12
2024-03-26,75.47,182.35
2024-03-27,76.26,184.46
2024-03-28,76.36,183.89
2024-04-01,75.75,182.52
2024-04-02,75.36,179.83
2024-04-03,74.53,179.96
