date,XLP,XLY
2016-11-03,52.08,76.88
2016-11-04,51.61,76.73
2016-11-07,52.48,78.50
2016-11-08,52.70,78.82
2016-11-09,51.98,78.98
2016-11-10,50.59,79.27
2016-11-11,50.54,79.72
2016-11-14,50.45,79.73
2016-11-15,50.76,80.04
2016-11-16,50.77,80.48
2016-11-17,50.68,81.45
2016-11-18,50.50,81.20
2016-11-21,50.84,81.73
2016-11-22,51.10,82.70
2016-11-23,50.82,82.78
2016-11-25,51.22,82.98
2016-11-28,51.33,82.32
2016-11-29,51.40,82.54
2016-11-30,50.58,81.85
2016-12-01,50.25,81.89
2016-12-02,50.57,81.44
2016-12-05,50.63,82.33
2016-12-06,50.78,82.52
2016-12-07,51.51,84.12
2016-12-08,51.30,84.12
2016-12-09,52.04,84.31
2016-12-12,52.25,83.61
2016-12-13,52.49,84.36
2016-12-14,51.92,83.79
2016-12-15,52.14,83.59
2016-12-16,52.05,82.69
2016-12-19,52.15,82.91
2016-12-20,52.05,83.57
2016-12-21,52.04,83.53
2016-12-22,51.96,82.63
2016-12-23,52.06,82.45
2016-12-27,52.05,82.77
2016-12-28,51.73,82.20
2016-12-29,51.97,82.09
2016-12-30,51.71,81.40
2017-01-03,51.90,81.88
2017-01-04,51.90,82.97
2017-01-05,52.07,82.91
2017-01-06,52.12,83.32
2017-01-09,51.70,83.25
2017-01-10,51.44,83.55
2017-01-11,51.54,83.73
2017-01-12,51.49,83.65
2017-01-13,51.52,83.96
2017-01-17,52.25,84.10
2017-01-18,52.43,83.95
2017-01-19,52.24,83.69
2017-01-20,52.58,83.93
2017-01-23,52.56,83.99
2017-01-24,52.91,84.68
2017-01-25,52.90,85.20
2017-01-26,52.67,85.33
2017-01-27,52.38,85.06
2017-01-30,52.34,84.96
2017-01-31,52.59,84.83
2017-02-01,52.18,84.67
2017-02-02,52.66,84.60
2017-02-03,53.00,84.49
2017-02-06,52.71,84.24
2017-02-07,53.14,84.16
2017-02-08,53.36,84.68
2017-02-09,53.58,85.21
2017-02-10,53.62,85.73
2017-02-13,53.62,85.83
2017-02-14,53.63,86.32
2017-02-15,54.12,86.77
2017-02-16,54.19,86.33
2017-02-17,54.46,86.61
2017-02-21,54.95,87.11
2017-02-22,54.96,87.11
2017-02-23,55.09,86.52
2017-02-24,55.28,86.92
2017-02-27,55.03,87.02
2017-02-28,55.10,86.37
2017-03-01,55.36,87.34
2017-03-02,55.35,87.13
2017-03-03,55.14,87.00
2017-03-06,54.90,86.72
2017-03-07,54.83,86.44
2017-03-08,54.71,86.80
2017-03-09,54.80,86.72
2017-03-10,55.05,86.85
2017-03-13,55.09,87.08
2017-03-14,54.93,87.06
2017-03-15,55.34,87.52
2017-03-16,55.42,87.51
2017-03-17,54.98,87.36
2017-03-20,55.08,87.15
2017-03-21,55.04,86.05
2017-03-22,54.93,86.15
2017-03-23,54.81,86.35
2017-03-24,54.70,86.56
2017-03-27,54.65,86.53
2017-03-28,54.75,87.19
2017-03-29,54.85,87.71
2017-03-30,54.74,87.94
2017-03-31,54.58,87.95
2017-04-03,54.49,87.60
2017-04-04,54.65,87.46
2017-04-05,54.55,87.25
2017-04-06,54.55,87.52
2017-04-07,54.70,87.26
2017-04-10,54.86,87.58
2017-04-11,54.88,87.51
2017-04-12,55.09,87.16
2017-04-13,54.84,86.55
2017-04-17,55.23,87.44
2017-04-18,55.48,87.45
2017-04-19,55.27,87.53
2017-04-20,55.16,88.45
2017-04-21,55.00,88.25
2017-04-24,55.50,88.82
2017-04-25,55.72,89.52
2017-04-26,55.27,89.94
2017-04-27,55.20,90.42
2017-04-28,55.18,90.06
2017-05-01,54.97,90.18
2017-05-02,54.60,90.28
2017-05-03,54.65,89.75
2017-05-04,55.07,89.61
2017-05-05,55.22,90.17
2017-05-08,55.20,90.34
2017-05-09,55.00,90.86
2017-05-10,55.04,90.55
2017-05-11,55.12,90.01
2017-05-12,54.96,89.88
2017-05-15,55.14,89.90
2017-05-16,55.09,89.59
2017-05-17,55.01,88.14
2017-05-18,55.05,88.65
2017-05-19,55.35,89.25
2017-05-22,55.66,89.70
2017-05-23,55.72,89.36
2017-05-24,55.94,89.68
2017-05-25,56.29,90.47
2017-05-26,56.50,90.74
2017-05-30,56.48,90.81
2017-05-31,56.64,91.05
2017-06-01,57.10,91.91
2017-06-02,57.27,92.24
2017-06-05,57.33,91.99
2017-06-06,57.19,91.20
2017-06-07,57.17,91.36
2017-06-08,56.74,90.77
2017-06-09,56.67,90.37
2017-06-12,56.66,90.32
2017-06-13,56.75,90.88
2017-06-14,57.11,90.83
2017-06-15,56.98,90.45
2017-06-16,55.95,90.15
2017-06-19,56.22,90.84
2017-06-20,56.00,89.70
2017-06-21,55.84,89.84
2017-06-22,55.47,89.63
2017-06-23,55.49,89.52
2017-06-26,55.71,89.84
2017-06-27,55.23,89.13
2017-06-28,55.43,90.03
2017-06-29,54.84,89.16
2017-06-30,54.94,89.63
2017-07-03,54.89,89.54
2017-07-05,54.85,89.32
2017-07-06,54.54,88.41
2017-07-07,54.51,89.20
2017-07-10,54.13,89.39
2017-07-11,53.98,89.21
2017-07-12,54.28,89.89
2017-07-13,54.29,89.90
2017-07-14,54.72,90.19
2017-07-17,54.78,90.41
2017-07-18,54.78,90.82
2017-07-19,54.98,91.26
2017-07-20,54.99,91.07
2017-07-21,55.08,91.13
2017-07-24,54.90,90.82
2017-07-25,55.28,91.46
2017-07-26,55.27,91.42
2017-07-27,55.81,92.09
2017-07-28,55.34,91.39
2017-07-31,55.32,91.36
2017-08-01,55.26,91.52
2017-08-02,55.22,91.27
2017-08-03,55.17,91.02
2017-08-04,55.02,91.03
2017-08-07,55.43,91.24
2017-08-08,55.22,91.29
2017-08-09,55.31,90.76
2017-08-10,55.08,89.40
2017-08-11,55.12,89.86
2017-08-14,55.39,90.50
2017-08-15,55.67,89.67
2017-08-16,55.86,90.13
2017-08-17,55.35,88.69
2017-08-18,55.20,88.25
2017-08-21,55.40,88.41
2017-08-22,55.41,89.36
2017-08-23,55.25,88.60
2017-08-24,54.49,88.41
2017-08-25,54.67,88.63
2017-08-28,54.51,88.68
2017-08-29,54.70,88.60
2017-08-30,54.69,89.24
2017-08-31,54.71,89.66
2017-09-01,54.97,90.07
2017-09-05,55.05,89.70
2017-09-06,55.28,90.26
2017-09-07,55.36,89.48
2017-09-08,55.09,89.17
2017-09-11,55.43,89.64
2017-09-12,55.55,90.04
2017-09-13,55.58,90.69
2017-09-14,55.47,90.20
2017-09-15,55.22,89.63
2017-09-18,55.30,89.32
2017-09-19,55.13,89.24
2017-09-20,54.60,89.54
2017-09-21,54.08,89.39
2017-09-22,53.92,89.54
2017-09-25,54.31,89.35
2017-09-26,54.44,89.36
2017-09-27,54.02,89.85
2017-09-28,54.02,89.74
2017-09-29,53.98,90.08
2017-10-02,53.88,90.25
2017-10-03,53.94,90.63
2017-10-04,54.11,91.10
2017-10-05,54.35,91.61
2017-10-06,53.81,91.72
2017-10-09,53.66,91.43
2017-10-10,54.13,91.34
2017-10-11,54.24,91.39
2017-10-12,54.47,90.78
2017-10-13,54.57,91.22
2017-10-16,54.59,91.34
2017-10-17,54.39,91.39
2017-10-18,54.32,91.14
2017-10-19,54.03,91.14
2017-10-20,53.90,91.36
2017-10-23,53.86,90.74
2017-10-24,53.67,90.96
2017-10-25,53.52,90.61
2017-10-26,53.56,90.93
2017-10-27,53.10,92.40
2017-10-30,52.65,91.98
2017-10-31,53.09,91.99
2017-11-01,53.26,92.02
2017-11-02,53.13,91.33
2017-11-03,53.14,91.70
2017-11-06,52.57,92.37
2017-11-07,53.16,91.82
2017-11-08,53.74,91.92
2017-11-09,53.73,92.06
2017-11-10,54.28,92.37
2017-11-13,54.59,92.68
2017-11-14,54.78,92.76
2017-11-15,54.20,92.36
2017-11-16,54.95,93.13
2017-11-17,54.76,93.54
2017-11-20,54.70,93.72
2017-11-21,54.88,94.30
2017-11-22,54.81,94.39
2017-11-24,54.77,94.63
2017-11-27,54.80,94.70
2017-11-28,55.25,95.75
2017-11-29,55.54,96.16
2017-11-30,56.05,96.65
2017-12-01,56.19,96.61
2017-12-04,56.72,97.73
2017-12-05,56.63,97.17
2017-12-06,56.99,96.54
2017-12-07,56.44,96.79
2017-12-08,56.59,97.25
2017-12-11,56.58,97.46
2017-12-12,56.59,97.50
2017-12-13,56.91,97.58
2017-12-14,56.66,97.88
2017-12-15,56.88,97.97
2017-12-18,56.85,98.85
2017-12-19,56.92,98.72
2017-12-20,56.82,98.53
2017-12-21,56.78,99.17
2017-12-22,56.87,98.98
2017-12-26,57.00,99.20
2017-12-27,56.99,99.00
2017-12-28,56.90,99.27
2017-12-29,56.89,98.69
2018-01-02,56.54,100.19
2018-01-03,56.52,100.65
2018-01-04,56.68,100.98
2018-01-05,56.93,101.78
2018-01-08,57.07,101.90
2018-01-09,56.99,102.10
2018-01-10,56.71,102.03
2018-01-11,56.63,103.69
2018-01-12,56.65,105.03
2018-01-16,56.91,104.28
2018-01-17,57.56,104.78
2018-01-18,57.39,104.69
2018-01-19,58.03,105.60
2018-01-22,58.47,106.77
2018-01-23,58.28,107.67
2018-01-24,58.40,108.13
2018-01-25,58.43,107.94
2018-01-26,58.71,109.00
2018-01-29,58.48,108.70
2018-01-30,58.09,108.16
2018-01-31,57.82,107.81
2018-02-01,57.57,106.61
2018-02-02,56.47,105.59
2018-02-05,54.42,102.03
2018-02-06,55.02,104.64
2018-02-07,54.78,104.32
2018-02-08,53.60,100.16
2018-02-09,53.71,100.83
2018-02-12,54.26,102.20
2018-02-13,54.51,102.73
2018-02-14,54.48,104.37
2018-02-15,55.38,105.30
2018-02-16,55.60,104.79
2018-02-20,54.34,104.47
2018-02-21,53.69,104.32
2018-02-22,53.83,104.45
2018-02-23,54.35,105.91
2018-02-26,54.69,106.80
2018-02-27,53.97,104.54
2018-02-28,53.41,104.07
2018-03-01,53.29,102.95
2018-03-02,53.74,103.05
2018-03-05,54.21,104.28
2018-03-06,54.25,105.00
2018-03-07,53.76,104.29
2018-03-08,54.25,104.62
2018-03-09,54.60,106.24
2018-03-12,54.50,106.59
2018-03-13,54.46,105.84
2018-03-14,53.91,105.71
2018-03-15,53.53,105.60
2018-03-16,53.25,105.18
2018-03-19,52.73,103.87
2018-03-20,52.58,104.49
2018-03-21,51.93,104.41
2018-03-22,51.50,102.19
2018-03-23,50.86,100.18
2018-03-26,51.59,103.14
2018-03-27,51.56,101.12
2018-03-28,52.27,99.89
2018-03-29,52.63,101.29
2018-04-02,51.34,98.43
2018-04-03,52.02,99.68
2018-04-04,52.83,101.51
2018-04-05,52.96,102.87
2018-04-06,52.42,100.68
2018-04-09,52.39,100.44
2018-04-10,52.51,101.66
2018-04-11,52.41,101.35
2018-04-12,52.33,101.79
2018-04-13,52.59,101.22
2018-04-16,53.16,101.98
2018-04-17,53.28,103.88
2018-04-18,52.88,104.37
2018-04-19,51.35,104.04
2018-04-20,50.49,102.98
2018-04-23,50.43,103.20
2018-04-24,50.11,101.57
2018-04-25,50.20,101.99
2018-04-26,50.50,103.64
2018-04-27,50.77,104.11
2018-04-30,50.45,103.70
2018-05-01,50.01,103.84
2018-05-02,49.03,103.13
2018-05-03,48.98,102.67
2018-05-04,49.69,104.02
2018-05-07,49.38,104.37
2018-05-08,49.18,103.93
2018-05-09,49.25,104.29
2018-05-10,49.54,104.67
2018-05-11,49.54,104.89
2018-05-14,49.52,105.09
2018-05-15,49.33,104.48
2018-05-16,49.68,105.35
2018-05-17,49.85,105.00
2018-05-18,49.54,104.87
2018-05-21,49.75,105.45
2018-05-22,49.66,104.98
2018-05-23,49.84,105.74
2018-05-24,49.80,105.97
2018-05-25,49.88,106.13
2018-05-29,49.77,105.31
2018-05-30,50.47,106.27
2018-05-31,49.66,105.76
2018-06-01,49.66,106.54
2018-06-04,50.07,107.73
2018-06-05,49.84,108.36
2018-06-06,49.90,109.37
2018-06-07,50.21,109.69
2018-06-08,50.83,109.92
2018-06-11,51.25,110.36
2018-06-12,51.35,110.89
2018-06-13,51.19,111.06
2018-06-14,51.28,112.22
2018-06-15,51.54,112.11
2018-06-18,50.79,111.92
2018-06-19,51.06,111.78
2018-06-20,51.11,112.31
2018-06-21,51.21,111.51
2018-06-22,51.63,111.32
2018-06-25,51.89,108.90
2018-06-26,51.67,109.68
2018-06-27,51.56,108.26
2018-06-28,51.56,109.11
2018-06-29,51.53,109.30
2018-07-02,51.23,109.45
2018-07-03,51.35,108.90
2018-07-05,52.06,109.44
2018-07-06,52.22,110.30
2018-07-09,52.02,111.62
2018-07-10,52.64,111.86
2018-07-11,52.47,111.60
2018-07-12,52.40,112.34
2018-07-13,52.74,112.59
2018-07-16,52.49,112.87
2018-07-17,52.94,112.98
2018-07-18,52.51,112.91
2018-07-19,52.54,112.65
2018-07-20,52.86,112.15
2018-07-23,52.53,112.03
2018-07-24,52.63,111.70
2018-07-25,53.03,112.52
2018-07-26,53.31,111.93
2018-07-27,53.38,111.64
2018-07-30,53.32,110.75
2018-07-31,53.57,111.27
2018-08-01,53.12,110.72
2018-08-02,53.66,111.48
2018-08-03,54.29,111.86
2018-08-06,54.34,112.61
2018-08-07,54.01,113.13
2018-08-08,53.60,113.25
2018-08-09,53.44,113.67
2018-08-10,53.24,112.72
2018-08-13,53.24,112.15
2018-08-14,53.61,113.24
2018-08-15,53.83,111.86
2018-08-16,54.60,112.41
2018-08-17,55.02,112.51
2018-08-20,54.99,113.31
2018-08-21,54.60,114.21
2018-08-22,54.26,114.33
2018-08-23,54.13,114.22
2018-08-24,54.06,114.89
2018-08-27,54.09,115.63
2018-08-28,53.91,115.86
2018-08-29,53.97,117.16
2018-08-30,53.80,116.49
2018-08-31,53.78,116.95
2018-09-04,53.71,117.17
2018-09-05,54.33,115.91
2018-09-06,54.48,115.59
2018-09-07,54.37,115.58
2018-09-10,54.56,116.01
2018-09-11,54.36,116.94
2018-09-12,54.99,117.16
2018-09-13,54.91,117.36
2018-09-14,54.76,116.92
2018-09-17,54.96,115.47
2018-09-18,54.73,116.94
2018-09-19,54.63,116.99
2018-09-20,55.32,117.79
2018-09-21,55.02,116.92
2018-09-24,54.18,116.16
2018-09-25,53.86,116.65
2018-09-26,53.92,116.92
2018-09-27,53.85,117.32
2018-09-28,53.93,117.22
2018-10-01,53.89,116.86
2018-10-02,54.20,115.28
2018-10-03,53.62,114.89
2018-10-04,53.49,113.09
2018-10-05,53.44,112.24
2018-10-08,54.18,112.53
2018-10-09,54.06,112.20
2018-10-10,53.41,108.42
2018-10-11,52.09,106.51
2018-10-12,52.38,108.48
2018-10-15,52.70,108.23
2018-10-16,53.29,110.40
2018-10-17,53.54,109.49
2018-10-18,53.47,107.39
2018-10-19,54.69,106.34
2018-10-22,54.28,106.77
2018-10-23,54.52,106.79
2018-10-24,54.75,103.60
2018-10-25,54.88,106.73
2018-10-26,53.83,103.41
2018-10-29,54.45,102.50
2018-10-30,55.53,104.04
2018-10-31,55.01,105.38
2018-11-01,55.40,107.53
2018-11-02,55.11,107.97
2018-11-05,55.80,108.12
2018-11-06,56.14,108.60
2018-11-07,56.46,111.54
2018-11-08,56.49,111.57
2018-11-09,56.82,110.02
2018-11-12,56.52,107.81
2018-11-13,56.39,107.76
2018-11-14,56.01,106.95
2018-11-15,55.92,106.79
2018-11-16,56.06,106.37
2018-11-19,55.97,103.77
2018-11-20,55.04,101.42
2018-11-21,54.60,102.48
2018-11-23,54.79,102.02
2018-11-26,54.86,104.31
2018-11-27,55.35,104.62
2018-11-28,55.81,107.71
2018-11-29,55.90,107.21
2018-11-30,56.26,107.99
2018-12-03,56.31,110.01
2018-12-04,55.36,106.05
2018-12-06,55.42,106.56
2018-12-07,54.72,103.37
2018-12-10,54.72,103.45
2018-12-11,55.17,103.49
2018-12-12,55.10,104.58
2018-12-13,55.44,104.06
2018-12-14,54.50,102.33
2018-12-17,53.24,99.73
2018-12-18,52.61,100.51
2018-12-19,52.10,98.52
2018-12-20,51.17,96.31
2018-12-21,50.18,93.76
2018-12-24,48.73,91.98
2018-12-26,50.09,97.43
2018-12-27,50.57,97.95
2018-12-28,50.57,97.96
2018-12-31,50.78,99.01
2019-01-02,50.48,99.76
2019-01-03,50.19,97.60
2019-01-04,51.26,100.83
2019-01-07,51.19,103.11
2019-01-08,51.66,104.25
2019-01-09,51.18,104.78
2019-01-10,51.48,104.48
2019-01-11,51.63,104.58
2019-01-14,51.38,103.94
2019-01-15,51.89,104.88
2019-01-16,51.61,104.64
2019-01-17,51.83,105.35
2019-01-18,52.45,106.81
2019-01-22,51.97,105.21
2019-01-23,52.59,105.42
2019-01-24,51.94,105.86
2019-01-25,51.73,107.03
2019-01-28,51.95,106.41
2019-01-29,52.07,105.72
2019-01-30,52.42,107.80
2019-01-31,53.39,108.78
2019-02-01,53.22,107.19
2019-02-04,53.56,107.89
2019-02-05,53.57,108.90
2019-02-06,53.58,108.45
2019-02-07,53.54,107.56
2019-02-08,53.79,107.13
2019-02-11,53.93,107.32
2019-02-12,54.35,108.97
2019-02-13,54.45,109.71
2019-02-14,53.84,109.31
2019-02-15,54.35,110.06
2019-02-19,54.63,110.51
2019-02-20,54.53,110.73
2019-02-21,54.69,110.51
2019-02-22,54.43,111.11
2019-02-25,54.13,110.74
2019-02-26,54.16,110.89
2019-02-27,54.08,110.81
2019-02-28,54.34,110.21
2019-03-01,54.24,111.10
2019-03-04,54.15,110.75
2019-03-05,54.11,111.03
2019-03-06,54.03,110.51
2019-03-07,53.68,109.17
2019-03-08,53.71,108.41
2019-03-11,54.41,109.90
2019-03-12,54.43,110.21
2019-03-13,54.74,110.60
2019-03-14,54.69,110.27
2019-03-15,54.70,110.60
2019-03-18,54.78,111.67
2019-03-19,54.74,112.23
2019-03-20,54.51,112.39
2019-03-21,55.15,113.93
2019-03-22,55.08,111.67
2019-03-25,55.19,112.33
2019-03-26,55.66,112.81
2019-03-27,55.47,112.58
2019-03-28,55.74,113.26
2019-03-29,56.11,113.85
2019-04-01,55.92,115.10
2019-04-02,55.46,115.08
2019-04-03,55.19,115.89
2019-04-04,55.40,116.83
2019-04-05,55.59,117.52
2019-04-08,55.82,117.94
2019-04-09,55.75,116.88
2019-04-10,55.91,117.44
2019-04-11,56.02,117.59
2019-04-12,56.20,118.32
2019-04-15,56.53,118.56
2019-04-16,56.54,119.08
2019-04-17,56.82,119.31
2019-04-18,56.87,119.27
2019-04-22,56.89,118.82
2019-04-23,56.71,120.24
2019-04-24,56.83,120.35
2019-04-25,56.47,119.72
2019-04-26,56.98,120.67
2019-04-29,57.05,120.25
2019-04-30,57.71,120.07
2019-05-01,57.00,118.61
2019-05-02,56.98,118.70
2019-05-03,57.41,120.10
2019-05-06,57.32,119.37
2019-05-07,56.75,117.56
2019-05-08,56.74,117.60
2019-05-09,56.62,117.12
2019-05-10,57.31,117.29
2019-05-13,56.77,113.80
2019-05-14,57.04,114.95
2019-05-15,57.49,115.73
2019-05-16,57.94,116.80
2019-05-17,57.75,115.91
2019-05-20,57.61,115.09
2019-05-21,57.49,115.89
2019-05-22,57.75,114.70
2019-05-23,57.73,113.28
2019-05-24,57.52,113.43
2019-05-28,56.58,112.68
2019-05-29,56.17,111.68
2019-05-30,56.41,112.41
2019-05-31,55.61,110.94
2019-06-03,56.31,110.01
2019-06-04,56.82,112.99
2019-06-05,57.47,113.55
2019-06-06,58.07,114.13
2019-06-07,58.63,115.78
2019-06-10,58.65,116.76
2019-06-11,58.84,117.21
2019-06-12,58.93,117.18
2019-06-13,59.06,118.23
2019-06-14,59.09,118.49
2019-06-17,58.92,118.54
2019-06-18,58.60,119.44
2019-06-19,58.84,119.66
2019-06-20,59.36,120.49
2019-06-21,58.72,119.52
2019-06-24,58.87,118.88
2019-06-25,58.84,117.74
2019-06-26,58.00,118.12
2019-06-27,58.11,118.86
2019-06-28,58.07,119.20
2019-07-01,58.42,120.25
2019-07-02,58.93,120.51
2019-07-03,59.66,121.56
2019-07-05,59.40,121.70
2019-07-08,59.48,121.85
2019-07-09,59.13,121.98
2019-07-10,59.51,122.42
2019-07-11,59.66,122.67
2019-07-12,59.83,124.08
2019-07-15,59.97,124.48
2019-07-16,59.99,124.32
2019-07-17,59.92,123.13
2019-07-18,60.32,122.97
2019-07-19,59.94,122.16
2019-07-22,59.59,122.23
2019-07-23,60.02,123.06
2019-07-24,59.62,123.68
2019-07-25,59.70,122.99
2019-07-26,60.37,123.55
2019-07-29,60.48,122.95
2019-07-30,60.66,122.12
2019-07-31,59.43,120.72
2019-08-01,59.22,119.08
2019-08-02,59.23,118.10
2019-08-05,57.69,114.93
2019-08-06,58.21,116.68
2019-08-07,58.89,117.15
2019-08-08,59.65,119.41
2019-08-09,59.32,118.29
2019-08-12,58.92,116.57
2019-08-13,59.59,118.49
2019-08-14,58.65,114.78
2019-08-15,59.53,114.59
2019-08-16,60.21,115.89
2019-08-19,60.81,117.35
2019-08-20,60.15,117.38
2019-08-21,60.31,119.64
2019-08-22,60.63,119.67
2019-08-23,59.62,116.49
2019-08-26,60.36,117.64
2019-08-27,60.19,117.06
2019-08-28,60.77,118.52
2019-08-29,60.80,120.30
2019-08-30,60.72,119.58
2019-09-03,61.07,119.09
2019-09-04,61.62,120.27
2019-09-05,61.24,122.57
2019-09-06,61.44,122.87
2019-09-09,61.30,123.34
2019-09-10,60.92,122.85
2019-09-11,61.14,123.08
2019-09-12,61.39,123.67
2019-09-13,61.04,123.42
2019-09-16,60.45,121.84
2019-09-17,60.78,122.58
2019-09-18,60.88,122.52
2019-09-19,60.87,122.19
2019-09-20,60.32,120.39
2019-09-23,60.56,120.81
2019-09-24,60.81,119.52
2019-09-25,60.85,120.61
2019-09-26,61.19,120.09
2019-09-27,61.12,119.67
2019-09-30,61.42,120.70
2019-10-01,61.26,119.69
2019-10-02,60.03,117.54
2019-10-03,60.45,118.11
2019-10-04,61.40,119.22
2019-10-07,60.90,118.70
2019-10-08,60.32,117.45
2019-10-09,60.78,118.45
2019-10-10,60.90,119.24
2019-10-11,60.84,120.59
2019-10-14,60.54,120.53
2019-10-15,60.28,121.59
2019-10-16,60.34,122.09
2019-10-17,60.62,122.41
2019-10-18,60.74,122.17
2019-10-21,60.94,122.60
2019-10-22,60.96,121.82
2019-10-23,61.24,121.26
2019-10-24,61.45,121.20
2019-10-25,61.09,121.06
2019-10-28,60.97,121.44
2019-10-29,60.97,120.75
2019-10-30,61.25,121.50
2019-10-31,61.16,120.85
2019-11-01,61.15,121.65
2019-11-04,60.56,121.71
2019-11-05,60.76,121.89
2019-11-06,61.01,122.02
2019-11-07,60.80,121.29
2019-11-08,60.76,121.34
2019-11-11,60.67,121.09
2019-11-12,60.87,121.01
2019-11-13,61.33,120.63
2019-11-14,61.31,121.15
2019-11-15,61.33,121.37
2019-11-18,61.65,121.79
2019-11-19,61.57,120.45
2019-11-20,61.71,120.17
2019-11-21,61.40,119.49
2019-11-22,61.30,120.31
2019-11-25,61.37,121.37
2019-11-26,61.87,122.20
2019-11-27,62.02,123.25
2019-11-29,62.00,122.45
2019-12-02,62.14,121.44
2019-12-03,62.04,120.22
2019-12-04,62.45,120.89
2019-12-05,62.43,120.77
2019-12-06,62.67,121.74
2019-12-09,62.72,121.89
2019-12-10,62.52,121.68
2019-12-11,62.61,121.99
2019-12-12,62.56,123.06
2019-12-13,62.78,123.17
2019-12-16,63.00,123.71
2019-12-17,62.90,124.26
2019-12-18,62.80,124.38
2019-12-19,63.14,124.77
2019-12-20,63.10,124.55
2019-12-23,62.83,124.26
2019-12-24,62.91,124.54
2019-12-26,62.97,126.06
2019-12-27,63.25,126.05
2019-12-30,62.92,125.24
2019-12-31,62.98,125.42
2020-01-02,62.48,126.91
2020-01-03,62.38,125.83
2020-01-06,62.51,126.18
2020-01-07,62.03,125.98
2020-01-08,62.26,126.36
2020-01-09,62.70,127.03
2020-01-10,62.66,126.34
2020-01-13,63.07,126.74
2020-01-14,63.09,126.70
2020-01-15,63.54,126.41
2020-01-16,63.71,127.54
2020-01-17,63.82,127.99
2020-01-21,64.04,127.60
2020-01-22,64.09,127.54
2020-01-23,64.03,127.73
2020-01-24,63.59,125.95
2020-01-27,63.39,124.07
2020-01-28,63.47,125.28
2020-01-29,63.15,125.21
2020-01-30,63.90,125.00
2020-01-31,63.18,125.32
2020-02-03,63.18,126.21
2020-02-04,63.56,128.51
2020-02-05,64.07,129.16
2020-02-06,64.18,128.87
2020-02-07,64.26,128.31
2020-02-10,64.53,129.76
2020-02-11,64.29,130.78
2020-02-12,64.26,132.12
2020-02-13,64.64,131.89
2020-02-14,64.79,131.69
2020-02-18,64.56,131.68
2020-02-19,64.49,132.27
2020-02-20,64.54,132.32
2020-02-21,64.65,130.30
2020-02-24,63.16,125.82
2020-02-25,62.02,122.46
2020-02-26,61.67,121.49
2020-02-27,59.16,116.58
2020-02-28,57.99,115.83
2020-03-02,61.09,119.81
2020-03-03,60.26,116.91
2020-03-04,63.22,120.95
2020-03-05,62.03,116.44
2020-03-06,61.54,114.65
2020-03-09,58.86,107.43
2020-03-10,60.55,113.37
2020-03-11,57.58,107.17
2020-03-12,52.17,96.34
2020-03-13,56.61,102.30
2020-03-16,52.77,89.34
2020-03-17,57.22,92.78
2020-03-18,55.75,87.45
2020-03-19,53.89,90.50
2020-03-20,50.40,87.81
2020-03-23,48.63,87.53
2020-03-24,51.11,95.74
2020-03-25,50.97,97.42
2020-03-26,53.76,101.45
2020-03-27,53.51,98.05
2020-03-30,55.60,100.10
2020-03-31,54.47,98.08
2020-04-01,53.55,93.70
2020-04-02,54.92,94.05
2020-04-03,55.35,92.41
2020-04-06,57.41,100.10
2020-04-07,56.75,101.59
2020-04-08,57.59,104.79
2020-04-09,58.13,106.68
2020-04-13,57.70,106.65
2020-04-14,60.15,110.82
2020-04-15,59.20,108.39
2020-04-16,59.59,109.69
2020-04-17,60.50,112.93
2020-04-20,59.31,110.96
2020-04-21,58.05,108.08
2020-04-22,58.61,110.41
2020-04-23,58.09,110.38
2020-04-24,58.71,112.25
2020-04-27,58.88,114.35
2020-04-28,59.21,114.80
2020-04-29,58.96,117.33
2020-04-30,58.26,116.60
2020-05-01,57.62,112.24
2020-05-04,57.59,112.85
2020-05-05,57.64,113.26
2020-05-06,57.01,113.24
2020-05-07,56.85,115.02
2020-05-08,58.12,117.26
2020-05-11,58.04,117.00
2020-05-12,57.55,114.44
2020-05-13,57.03,112.47
2020-05-14,56.89,114.15
2020-05-15,57.39,115.48
2020-05-18,58.30,119.85
2020-05-19,57.23,119.42
2020-05-20,57.91,120.98
2020-05-21,57.27,121.41
2020-05-22,57.47,121.23
2020-05-26,57.78,123.15
2020-05-27,58.65,125.26
2020-05-28,59.17,123.74
2020-05-29,59.23,124.19
2020-06-01,59.64,125.37
2020-06-02,59.80,126.44
2020-06-03,59.88,128.83
2020-06-04,59.59,128.18
2020-06-05,60.42,131.25
2020-06-08,61.07,133.25
2020-06-09,60.57,132.21
2020-06-10,60.40,130.97
2020-06-11,58.11,124.11
2020-06-12,58.12,125.34
2020-06-15,58.79,126.53
2020-06-16,59.71,129.19
2020-06-17,59.62,128.85
2020-06-18,59.93,128.38
2020-06-19,59.62,127.38
2020-06-22,58.99,128.39
2020-06-23,58.90,129.40
2020-06-24,57.91,126.55
2020-06-25,58.32,126.72
2020-06-26,57.13,123.75
2020-06-29,58.21,126.10
2020-06-30,58.64,127.71
2020-07-01,58.69,129.00
2020-07-02,58.99,129.51
2020-07-06,59.28,132.58
2020-07-07,59.82,130.50
2020-07-08,59.67,131.89
2020-07-09,59.20,131.74
2020-07-10,60.29,133.31
2020-07-13,60.20,131.62
2020-07-14,61.08,132.93
2020-07-15,61.13,134.83
2020-07-16,61.26,134.47
2020-07-17,61.59,133.84
2020-07-20,60.97,135.98
